Data file name: AMAZE08_AMS_Harvard_MassConcentrations_Martin.csv,,,,,,,,
Version: Sun 31 Jan 2016 12:46:45,,,,,,,,
Contact: Scot Martin,,,,,,,,
Instrument: Harvard aerosol mass spectrometer (AMS),,,,,,,,
Measurement reported: organic; nitrates; ammonium; sulfate; and chloride mass concentrations-Finalized to STP (273.15K-10^5 Pa),,,,,,,,
Data reporting frequency: 5 minutes ,,,,,,,,
Units: ug m^-3.,,,,,,,,
,,,,,,,,
Site,Date_utc,Time_utc,Seconds_since_1Jan1900,Organic,Nitrate,Sulfate,Ammonium,Chloride
,yyyy-mm-dd,hh:mm:ss,Seconds,ug m^-3,ug m^-3,ug m^-3,ug m^-3,ug m^-3
TT34,2008-02-07,00:32:47,3411333167,0.21158,-0.00114272,0.00440575,0.000557228,-0.00113304
TT34,2008-02-07,00:38:00,3411333480,0.142021,0.00242696,0.00624897,0.000804011,-0.00173924
TT34,2008-02-07,00:43:12,3411333792,0.0749638,0.00186215,0.00415197,0.000331082,0.00015173
TT34,2008-02-07,00:58:52,3411334732,0.0623066,-0.0027619,-0.00103854,0.000468628,0.00161649
TT34,2008-02-07,01:32:39,3411336759,0.0701887,-0.00310129,-0.00170456,-1.55E-14,-0.00215605
TT34,2008-02-07,01:37:51,3411337071,0.0883545,-0.000843055,0.00146177,-1.21E-14,-0.000380925
TT34,2008-02-07,01:43:03,3411337383,0.0603333,-0.00223728,0.0013168,-1.32E-14,0.00176355
TT34,2008-02-07,01:48:17,3411337697,-0.0101301,0.00296827,0.00413675,-1.50E-14,-0.00395304
TT34,2008-02-07,01:53:30,3411338010,0.00475488,0.000558859,-0.00252182,-1.36E-14,0.00232449
TT34,2008-02-07,01:58:43,3411338323,-0.0188118,-0.00229766,-0.00177878,-1.60E-14,-0.00132463
TT34,2008-02-07,02:32:47,3411340367,0.223936,0.00259137,0.00496225,-1.21E-14,0.0013246
TT34,2008-02-07,02:38:00,3411340680,0.188715,0.00349755,0.000727657,0.000237586,9.91E-05
TT34,2008-02-07,02:43:12,3411340992,0.126903,0.000144099,0.00508679,0.000136883,0.00203337
TT34,2008-02-07,02:48:24,3411341304,0.0909739,0.000466217,-0.00264754,-1.32E-14,-0.00540772
TT34,2008-02-07,02:53:36,3411341616,0.0787658,-0.00120879,0.000230839,-1.70E-14,-0.00140836
TT34,2008-02-07,02:58:50,3411341930,0.0743726,0.000594335,0.00516793,0.000351116,0.00317148
TT34,2008-02-07,03:32:37,3411343957,0.0739671,-0.0011815,-0.000550727,-1.30E-14,-0.000202981
TT34,2008-02-07,03:37:50,3411344270,0.0238618,0.00138201,0.000625557,-1.45E-14,-0.00418092
TT34,2008-02-07,03:43:02,3411344582,0.0408508,-0.000475404,0.000772361,-1.32E-14,0.00142631
TT34,2008-02-07,03:48:14,3411344894,0.0889038,0.00174559,0.0022694,0.000414913,0.00472271
TT34,2008-02-07,03:53:28,3411345208,0.0653664,0.00256371,0.00175211,-1.31E-14,-0.00183898
TT34,2008-02-07,03:58:41,3411345521,0.0378315,-1.41E-05,-0.000839045,-1.26E-14,-0.00194033
TT34,2008-02-07,04:32:42,3411347562,0.279119,0.00234119,0.00907527,0.0003054,-0.00251444
TT34,2008-02-07,04:37:56,3411347876,0.174487,0.00224111,0.0163944,0.000743903,-0.000565817
TT34,2008-02-07,04:43:09,3411348189,0.121309,0.00218268,0.0109562,0.00127953,-0.000829561
TT34,2008-02-07,04:48:22,3411348502,0.162471,0.000349594,0.0135476,0.00129125,-0.000550421
TT34,2008-02-07,04:53:34,3411348814,0.144143,0.00183251,0.0109177,-1.27E-14,-0.00250439
TT34,2008-02-07,04:58:47,3411349127,0.111064,0.00137735,0.007329,0.000406576,-0.00370883
TT34,2008-02-07,05:32:51,3411351171,0.065598,-0.00352912,-0.00323212,-1.36E-14,0.002322
TT34,2008-02-07,05:38:05,3411351485,0.000716937,-0.000199179,-0.0002129,-1.30E-14,0.00195186
TT34,2008-02-07,05:43:18,3411351798,-0.00321851,-0.00234173,0.00318968,-1.42E-14,-0.000568082
TT34,2008-02-07,05:48:31,3411352111,0.0208575,-0.00132782,0.00272051,-1.20E-14,0.0025955
TT34,2008-02-07,05:53:44,3411352424,-0.0048983,-0.00346919,0.00290972,6.64E-05,0.00234795
TT34,2008-02-07,05:58:56,3411352736,0.0337227,-0.00203316,0.00179579,-1.33E-14,-0.00134732
TT34,2008-02-07,06:32:43,3411354763,0.107621,0.000453951,0.00336629,-1.27E-14,0.000166925
TT34,2008-02-07,06:37:56,3411355076,0.066586,-5.94E-05,0.00285241,-1.37E-14,-0.0018463
TT34,2008-02-07,06:43:09,3411355389,0.0580852,-0.000103571,0.00132155,-1.39E-14,-0.00320535
TT34,2008-02-07,06:48:22,3411355702,0.254447,0.000878443,0.00317948,-1.47E-14,-0.00214539
TT34,2008-02-07,06:53:34,3411356014,-0.00420278,0.00192799,0.00104615,-1.30E-14,-0.0019359
TT34,2008-02-07,06:58:46,3411356326,0.0439449,-3.11E-06,0.00119045,-1.28E-14,0.0013637
TT34,2008-02-07,07:32:50,3411358370,0.033672,-0.00290043,0.000763708,-1.52E-14,0.000404418
TT34,2008-02-07,07:38:02,3411358682,0.0730538,-0.000125223,0.00043312,-1.29E-14,-0.00173275
TT34,2008-02-07,07:43:16,3411358996,0.0571005,-0.00155084,0.000180533,-1.46E-14,0.00106128
TT34,2008-02-07,07:48:29,3411359309,0.0907369,0.00175293,0.00718017,0.00102673,4.79E-05
TT34,2008-02-07,07:53:42,3411359622,0.0921754,0.00375356,0.00427173,0.000611765,0.000383034
TT34,2008-02-07,07:58:55,3411359935,0.0207645,-0.00238236,-0.000159506,-1.34E-14,0.000178574
TT34,2008-02-07,15:32:35,3411387155,0.997292,0.00776092,0.245048,0.0324079,0.00240096
TT34,2008-02-07,15:37:47,3411387467,1.00744,0.0113489,0.241527,0.0328118,0.000440185
TT34,2008-02-07,15:42:59,3411387779,1.04953,0.0129268,0.25158,0.037332,0.0026036
TT34,2008-02-07,15:48:12,3411388092,0.932801,0.00570745,0.233116,0.0349885,0.00536191
TT34,2008-02-07,15:53:24,3411388404,1.16918,0.00670012,0.245675,0.0347398,-0.00281693
TT34,2008-02-07,15:58:36,3411388716,1.11314,0.00848248,0.243087,0.0356246,0.00183428
TT34,2008-02-07,16:32:40,3411390760,1.55423,0.0107514,0.259967,0.0367905,0.00522485
TT34,2008-02-07,16:40:03,3411391203,1.38141,0.00841987,0.240101,0.0375065,0.00642098
TT34,2008-02-07,16:46:45,3411391605,1.59516,0.0133271,0.253067,0.0406095,0.00646546
TT34,2008-02-07,16:51:58,3411391918,2.03099,0.0280677,0.266291,0.0396785,0.00494738
TT34,2008-02-07,16:57:10,3411392230,1.57125,0.00736554,0.279225,0.0409103,0.00160844
TT34,2008-02-07,17:32:42,3411394362,1.68146,0.0163237,0.26715,0.0395608,0.00340288
TT34,2008-02-07,17:38:18,3411394698,1.67122,0.0189542,0.264766,0.0411905,0.00309439
TT34,2008-02-07,17:43:30,3411395010,1.58471,0.0104351,0.270559,0.0390092,0.0037621
TT34,2008-02-07,17:48:42,3411395322,1.64121,0.0117356,0.273875,0.0395283,0.00365224
TT34,2008-02-07,17:53:52,3411395632,1.60265,0.0210435,0.251146,0.0328488,0.00219151
TT34,2008-02-07,17:59:06,3411395946,1.65488,0.00689021,0.274664,0.0397152,0.00607961
TT34,2008-02-07,18:32:37,3411397957,1.59366,0.00841098,0.262262,0.0397042,0.00059633
TT34,2008-02-07,18:37:49,3411398269,1.49607,0.0182302,0.281591,0.0386004,0.0031005
TT34,2008-02-07,18:43:00,3411398580,1.61999,0.016504,0.268758,0.040291,0.00351526
TT34,2008-02-07,18:48:12,3411398892,1.64289,0.0101978,0.279714,0.0385901,0.00252421
TT34,2008-02-07,18:53:25,3411399205,1.66016,0.0157384,0.287458,0.0433977,0.00604309
TT34,2008-02-07,18:58:37,3411399517,1.58178,0.0110433,0.286602,0.0440399,0.00356417
TT34,2008-02-07,19:32:40,3411401560,1.54731,0.00914594,0.271833,0.0372774,-0.00254968
TT34,2008-02-07,19:37:51,3411401871,1.6388,0.0105027,0.292411,0.0427134,-0.000859672
TT34,2008-02-07,19:43:03,3411402183,1.58909,0.00913513,0.282704,0.0407583,0.00720643
TT34,2008-02-07,19:48:15,3411402495,1.58909,0.00840738,0.293066,0.0406662,0.0010806
TT34,2008-02-07,19:53:26,3411402806,1.65569,0.0176198,0.27686,0.0414058,0.00595738
TT34,2008-02-07,19:58:38,3411403118,2.05005,0.0100971,0.296189,0.0445339,0.00648486
TT34,2008-02-07,20:32:40,3411405160,1.64306,0.0113479,0.282114,0.0376991,0.000666716
TT34,2008-02-07,20:37:52,3411405472,1.5368,0.0324181,0.304893,0.0414536,0.00256199
TT34,2008-02-07,20:43:04,3411405784,1.48476,0.0178847,0.297488,0.042577,0.00383558
TT34,2008-02-07,20:48:16,3411406096,1.52205,0.0186502,0.293886,0.0414765,0.0048113
TT34,2008-02-07,20:53:27,3411406407,1.46978,0.0129855,0.294884,0.0411039,-0.000858345
TT34,2008-02-07,20:58:40,3411406720,1.49914,0.0140698,0.29916,0.0423193,0.00478267
TT34,2008-02-07,21:32:41,3411408761,1.54854,0.0120791,0.310336,0.0424076,0.00472092
TT34,2008-02-07,21:37:55,3411409075,1.84269,0.00565289,0.330572,0.0439653,0.00481144
TT34,2008-02-07,21:43:07,3411409387,1.56622,0.0210351,0.315707,0.0433545,0.00645234
TT34,2008-02-07,21:48:20,3411409700,1.51158,0.012056,0.311624,0.0429978,-0.000535823
TT34,2008-02-07,21:53:33,3411410013,1.58008,0.0215047,0.302733,0.0427733,0.0105865
TT34,2008-02-07,21:58:45,3411410325,1.48286,0.010475,0.307753,0.041622,-0.000473395
TT34,2008-02-08,01:02:38,3411421358,2.12279,0.0223763,0.514916,0.0858942,0.00669207
TT34,2008-02-08,01:07:51,3411421671,2.09166,0.0175021,0.508561,0.087597,0.00334817
TT34,2008-02-08,01:13:04,3411421984,1.91571,0.019395,0.449173,0.0744591,0.00169517
TT34,2008-02-08,01:18:16,3411422296,1.98295,0.0199582,0.471149,0.0785009,-0.0014806
TT34,2008-02-08,01:23:30,3411422610,2.0027,0.0205756,0.449588,0.0773439,0.00326373
TT34,2008-02-08,01:28:42,3411422922,2.36667,0.0330825,0.626035,0.106277,0.00896755
TT34,2008-02-08,02:02:46,3411424966,3.10337,0.0664729,1.27916,0.236617,0.00323516
TT34,2008-02-08,02:07:59,3411425279,3.07483,0.058072,1.24443,0.250635,0.00436498
TT34,2008-02-08,02:13:12,3411425592,2.98601,0.0582531,1.17475,0.24642,0.00719362
TT34,2008-02-08,02:18:24,3411425904,2.85136,0.0618708,1.22039,0.255831,0.00493929
TT34,2008-02-08,02:23:37,3411426217,2.57767,0.0506821,1.0947,0.235008,0.00491506
TT34,2008-02-08,02:28:50,3411426530,2.53178,0.0495175,1.14172,0.243,0.00347846
TT34,2008-02-08,03:02:36,3411428556,2.05539,0.0371741,0.678742,0.137292,-0.000469904
TT34,2008-02-08,03:07:49,3411428869,2.06566,0.0374241,0.629733,0.131194,0.0038679
TT34,2008-02-08,03:13:01,3411429181,2.03002,0.0352371,0.584038,0.124597,0.00092566
TT34,2008-02-08,03:18:14,3411429494,2.00717,0.0270146,0.59611,0.125766,0.0013541
TT34,2008-02-08,03:23:26,3411429806,2.02481,0.0210323,0.571149,0.114407,0.00297435
TT34,2008-02-08,03:28:39,3411430119,2.00478,0.0345514,0.529417,0.103812,0.00350767
TT34,2008-02-08,04:02:43,3411432163,1.98173,0.0225512,0.541001,0.0992097,0.00390934
TT34,2008-02-08,04:07:56,3411432476,1.92185,0.0231857,0.560723,0.104867,0.00493604
TT34,2008-02-08,04:13:09,3411432789,1.86756,0.0195965,0.532427,0.0950551,0.00485829
TT34,2008-02-08,04:18:22,3411433102,1.94478,0.0245524,0.554426,0.101382,0.00108759
TT34,2008-02-08,04:23:35,3411433415,2.05779,0.0244749,0.693099,0.130379,0.00145252
TT34,2008-02-08,04:28:48,3411433728,2.20067,0.0495658,0.793068,0.153128,0.0049357
TT34,2008-02-08,05:02:33,3411435753,2.28358,0.0503065,0.885465,0.16962,0.00563479
TT34,2008-02-08,05:07:48,3411436068,2.50275,0.041778,0.811376,0.159577,0.00502117
TT34,2008-02-08,05:13:00,3411436380,2.1395,0.048252,0.752313,0.150184,0.00388522
TT34,2008-02-08,05:18:13,3411436693,2.17354,0.0391092,0.755844,0.157999,0.00403399
TT34,2008-02-08,05:23:25,3411437005,2.10897,0.0372595,0.795223,0.166407,0.00489567
TT34,2008-02-08,05:28:38,3411437318,2.23103,0.0349851,0.758152,0.161487,0.00374651
TT34,2008-02-08,06:02:42,3411439362,2.16703,0.0323822,0.64434,0.142613,0.00523015
TT34,2008-02-08,06:07:55,3411439675,2.16524,0.0360365,0.699869,0.162723,0.00259131
TT34,2008-02-08,06:13:07,3411439987,2.15648,0.0332553,0.595993,0.134491,0.00629929
TT34,2008-02-08,06:18:20,3411440300,2.14857,0.0359167,0.55989,0.120697,0.00555688
TT34,2008-02-08,06:23:33,3411440613,2.09482,0.0267923,0.576828,0.122468,0.00256435
TT34,2008-02-08,06:28:46,3411440926,2.06164,0.0331004,0.574492,0.122211,0.00377381
TT34,2008-02-08,07:02:50,3411442970,2.14895,0.0303636,0.610738,0.118746,0.00724416
TT34,2008-02-08,07:08:04,3411443284,2.06095,0.0267397,0.572002,0.11321,0.00230742
TT34,2008-02-08,07:13:17,3411443597,2.08698,0.0184559,0.605256,0.117341,-0.000326862
TT34,2008-02-08,07:18:30,3411443910,2.05139,0.0255529,0.550263,0.109636,0.00466967
TT34,2008-02-08,07:23:43,3411444223,1.96445,0.0204718,0.525883,0.102136,0.00650033
TT34,2008-02-08,07:28:55,3411444535,1.95001,0.0243398,0.555313,0.109344,0.00779053
TT34,2008-02-08,08:02:40,3411446560,2.12817,0.0211746,0.512377,0.0923738,0.00173365
TT34,2008-02-08,08:07:53,3411446873,2.34861,0.0191084,0.5054,0.0950952,0.00736639
TT34,2008-02-08,08:13:05,3411447185,2.15444,0.0154955,0.514377,0.093357,0.00563579
TT34,2008-02-08,08:18:19,3411447499,2.02994,0.0195859,0.515208,0.0917892,0.00577859
TT34,2008-02-08,08:23:31,3411447811,2.08873,0.0179321,0.508563,0.0910819,0.00512358
TT34,2008-02-08,08:28:44,3411448124,2.07431,0.0125496,0.523928,0.0932294,0.00440508
TT34,2008-02-08,09:02:47,3411450167,1.97231,0.0240654,0.523797,0.102574,0.00297748
TT34,2008-02-08,09:08:01,3411450481,1.85045,0.0184595,0.528402,0.109918,0.00419915
TT34,2008-02-08,09:13:14,3411450794,1.72417,0.0293431,0.538402,0.0990294,0.0113471
TT34,2008-02-08,09:18:27,3411451107,1.77551,0.0501876,0.525922,0.0939671,0.00892956
TT34,2008-02-08,09:23:40,3411451420,1.88003,0.0252622,0.585977,0.104379,0.00544617
TT34,2008-02-08,09:28:53,3411451733,1.80851,0.0295109,0.523404,0.0908582,0.00830892
TT34,2008-02-08,10:02:40,3411453760,2.02671,0.0289141,0.522825,0.0909182,0.00829611
TT34,2008-02-08,10:07:52,3411454072,1.83351,0.018184,0.482947,0.082639,0.00431184
TT34,2008-02-08,10:13:06,3411454386,1.87803,0.018595,0.496004,0.0825824,0.0048213
TT34,2008-02-08,10:18:20,3411454700,1.88487,0.0227363,0.515034,0.09212,0.00710531
TT34,2008-02-08,10:23:33,3411455013,2.16345,0.0193159,0.493032,0.0873173,0.00548164
TT34,2008-02-08,10:28:45,3411455325,1.8874,0.029759,0.510942,0.0891987,0.00914686
TT34,2008-02-08,11:02:49,3411457369,1.75669,0.0154578,0.47967,0.095388,0.00476967
TT34,2008-02-08,11:08:03,3411457683,1.68819,0.0148093,0.479251,0.101108,0.00479283
TT34,2008-02-08,11:13:16,3411457996,1.7929,0.0130819,0.460979,0.0958879,0.00789418
TT34,2008-02-08,11:18:29,3411458309,1.72803,0.0163735,0.467159,0.0921826,0.0023132
TT34,2008-02-08,11:23:42,3411458622,1.66947,0.0169721,0.472449,0.089316,0.00482016
TT34,2008-02-08,11:28:54,3411458934,1.68556,0.0210958,0.486957,0.0891396,0.00478682
TT34,2008-02-08,12:02:41,3411460961,1.71591,0.0186012,0.517584,0.0863248,0.00437119
TT34,2008-02-08,12:07:54,3411461274,1.7029,0.0267988,0.488239,0.0883864,0.00678436
TT34,2008-02-08,12:13:07,3411461587,1.71193,0.0161186,0.481191,0.0823345,0.00238891
TT34,2008-02-08,12:18:19,3411461899,1.84987,0.0296526,0.502066,0.0860488,0.00701033
TT34,2008-02-08,12:23:32,3411462212,1.76347,0.0246671,0.489393,0.0844523,0.00718329
TT34,2008-02-08,12:28:45,3411462525,1.90097,0.0178176,0.485097,0.0819082,0.00325114
TT34,2008-02-08,13:02:48,3411464568,1.74023,0.0382512,0.578464,0.0952571,0.00849339
TT34,2008-02-08,13:11:33,3411465093,1.60286,0.0275734,0.56628,0.0953482,0.00522912
TT34,2008-02-08,13:27:22,3411466042,1.9885,0.0438409,0.558062,0.0943313,0.0104459
TT34,2008-02-08,14:02:41,3411468161,1.80839,0.0430584,0.618949,0.101576,0.00844272
TT34,2008-02-08,14:07:53,3411468473,1.78681,0.0366709,0.69611,0.113415,0.00938313
TT34,2008-02-08,14:13:07,3411468787,1.63163,0.0444443,0.664241,0.10752,0.00753711
TT34,2008-02-08,14:18:19,3411469099,1.75091,0.0514788,0.679252,0.118121,0.00936467
TT34,2008-02-08,14:23:32,3411469412,1.70327,0.036916,0.680681,0.112597,0.00847325
TT34,2008-02-08,14:28:45,3411469725,1.69391,0.0319603,0.665918,0.106687,0.00194362
TT34,2008-02-08,15:02:46,3411471766,1.82961,0.0295526,0.669077,0.106112,0.00812965
TT34,2008-02-08,15:07:58,3411472078,1.88022,0.0659096,0.65447,0.0966943,0.0102092
TT34,2008-02-08,15:13:10,3411472390,1.76019,0.0302567,0.682899,0.106215,0.00657041
TT34,2008-02-08,15:18:22,3411472702,1.7689,0.0264392,0.654042,0.104183,0.00573444
TT34,2008-02-08,15:23:34,3411473014,1.86644,0.029259,0.678256,0.107456,0.00700489
TT34,2008-02-08,15:28:47,3411473327,1.90251,0.0507992,0.694219,0.108712,0.00868702
TT34,2008-02-08,16:02:48,3411475368,1.94118,0.0481052,0.763828,0.119632,0.00943552
TT34,2008-02-08,16:08:00,3411475680,1.86123,0.0331113,0.769365,0.122583,0.00634438
TT34,2008-02-08,16:13:12,3411475992,2.05131,0.0517335,0.741512,0.115783,0.00641283
TT34,2008-02-08,16:18:24,3411476304,1.82315,0.0441315,0.718563,0.108348,0.00560858
TT34,2008-02-08,16:23:36,3411476616,2.00282,0.0365856,0.742536,0.110536,0.0125344
TT34,2008-02-08,16:28:48,3411476928,2.0182,0.0648491,0.777438,0.122639,0.0100211
TT34,2008-02-08,17:02:33,3411478953,2.04873,0.0424129,0.814049,0.129347,0.00859452
TT34,2008-02-08,17:07:45,3411479265,2.07172,0.0344252,0.826103,0.127162,0.00470536
TT34,2008-02-08,17:13:13,3411479593,2.55077,0.0433401,0.836912,0.136011,0.00613999
TT34,2008-02-08,17:18:23,3411479903,1.9721,0.0305582,0.906789,0.145487,0.0111056
TT34,2008-02-08,22:37:26,3411499046,1.96912,0.023116,0.852286,0.106059,0.00500497
TT34,2008-02-08,22:42:55,3411499375,1.7588,0.0188459,0.719022,0.114875,0.00538983
TT34,2008-02-08,22:48:23,3411499703,1.65697,0.0179928,0.691247,0.117473,0.0048779
TT34,2008-02-08,22:53:52,3411500032,1.50245,0.0224306,0.684856,0.105694,0.00217193
TT34,2008-02-08,22:59:20,3411500360,1.59717,0.0114539,0.640502,0.105615,-0.00206606
TT34,2008-02-08,23:04:48,3411500688,1.391,0.00479039,0.663891,0.105824,0.00146348
TT34,2008-02-08,23:10:17,3411501017,1.34668,0.0115532,0.626286,0.109387,0.000798833
TT34,2008-02-08,23:15:45,3411501345,1.4968,0.0146376,0.587738,0.10031,0.00132052
TT34,2008-02-08,23:21:14,3411501674,1.35957,0.00533569,0.538547,0.0871967,0.000209953
TT34,2008-02-08,23:26:42,3411502002,1.23967,0.00883557,0.522616,0.0677815,-0.00146822
TT34,2008-02-08,23:32:11,3411502331,1.32017,0.0209752,0.508548,0.077099,0.00298379
TT34,2008-02-08,23:37:39,3411502659,1.17569,0.008116,0.522509,0.0832646,-0.000457333
TT34,2008-02-08,23:43:08,3411502988,1.10088,0.00801796,0.521107,0.0802513,0.000991533
TT34,2008-02-08,23:48:36,3411503316,1.39339,0.0235103,0.519766,0.0884566,-0.000602533
TT34,2008-02-08,23:54:04,3411503644,1.44894,0.00796564,0.528731,0.090583,-0.00476479
TT34,2008-02-08,23:59:33,3411503973,1.34847,0.0196504,0.548482,0.0819862,0.00664367
TT34,2008-02-09,00:05:02,3411504302,1.27061,0.0227531,0.52513,0.0807928,0.00172237
TT34,2008-02-09,00:10:30,3411504630,1.23439,0.010728,0.547893,0.0788738,0.00227745
TT34,2008-02-09,00:15:58,3411504958,1.24876,0.00781888,0.523941,0.0798585,0.00248342
TT34,2008-02-09,00:21:26,3411505286,1.00929,0.00679658,0.45695,0.0665977,0.00399699
TT34,2008-02-09,00:26:54,3411505614,1.03486,0.0138164,0.459268,0.0746547,0.0050096
TT34,2008-02-09,00:32:22,3411505942,1.33064,0.0163425,0.51666,0.0840897,0.00491586
TT34,2008-02-09,00:37:52,3411506272,1.05655,0.0287282,0.436742,0.0653785,0.00586285
TT34,2008-02-09,00:43:20,3411506600,0.938886,0.0165573,0.42203,0.065431,0.00106644
TT34,2008-02-09,00:48:49,3411506929,1.17974,0.0196185,0.419025,0.0589461,-0.00052044
TT34,2008-02-09,00:54:17,3411507257,1.12409,0.0112613,0.459791,0.0717575,-0.00177236
TT34,2008-02-09,00:59:45,3411507585,1.2622,0.0281951,0.443011,0.0692062,0.0038115
TT34,2008-02-09,01:05:13,3411507913,1.04819,0.00998265,0.404146,0.0617942,-0.000288695
TT34,2008-02-09,01:10:41,3411508241,1.14853,0.0190295,0.386645,0.0622552,-0.00268557
TT34,2008-02-09,01:16:09,3411508569,1.30567,0.0185609,0.369262,0.0572273,0.0057459
TT34,2008-02-09,01:21:37,3411508897,0.841576,0.00634523,0.355519,0.048608,0.00406853
TT34,2008-02-09,01:27:06,3411509226,1.18961,0.00616576,0.397832,0.0592988,0.00712456
TT34,2008-02-09,01:32:34,3411509554,1.33141,0.0218161,0.50641,0.0813233,-0.000839116
TT34,2008-02-09,01:38:02,3411509882,1.24464,0.0165171,0.484397,0.0690762,0.00775304
TT34,2008-02-09,01:43:30,3411510210,1.25468,0.012001,0.474079,0.0729314,0.00172781
TT34,2008-02-09,01:48:58,3411510538,1.21487,0.0204202,0.482872,0.0760587,0.00604785
TT34,2008-02-09,01:54:28,3411510868,1.17142,0.0158364,0.43691,0.0654413,0.000750189
TT34,2008-02-09,01:59:56,3411511196,1.25923,0.0212157,0.501097,0.0733433,-0.00355396
TT34,2008-02-09,02:05:24,3411511524,1.44057,0.0493312,0.576957,0.0923475,0.00379622
TT34,2008-02-09,02:10:52,3411511852,1.32197,0.0242098,0.521207,0.0740904,0.00451152
TT34,2008-02-09,02:16:20,3411512180,1.19867,0.0107874,0.474349,0.0704652,0.00137777
TT34,2008-02-09,02:21:49,3411512509,1.37218,0.0120579,0.562038,0.0856935,-0.000859503
TT34,2008-02-09,02:27:17,3411512837,1.30093,0.0394055,0.483796,0.0762253,0.00734792
TT34,2008-02-09,02:32:46,3411513166,1.19491,0.0105745,0.494226,0.07585,-0.000812287
TT34,2008-02-09,02:38:14,3411513494,1.81849,0.0175635,0.626895,0.104266,0.00637193
TT34,2008-02-09,02:43:42,3411513822,1.80389,0.0436103,0.654604,0.109232,0.00610349
TT34,2008-02-09,02:49:11,3411514151,1.76759,0.0177172,0.653841,0.117185,0.00447805
TT34,2008-02-09,02:54:39,3411514479,1.78458,0.0256824,0.674574,0.114887,0.00791651
TT34,2008-02-09,03:00:06,3411514806,1.95969,0.00792098,0.736623,0.121517,0.00449498
TT34,2008-02-09,03:05:36,3411515136,1.92307,0.0377104,0.695524,0.119975,0.00290222
TT34,2008-02-09,03:11:04,3411515464,2.19099,0.0162367,0.667774,0.110057,0.00490971
TT34,2008-02-09,03:16:32,3411515792,1.82018,0.0137061,0.653776,0.109505,0.00440158
TT34,2008-02-09,03:22:01,3411516121,1.86472,0.0217723,0.705126,0.117378,0.00562456
TT34,2008-02-09,03:27:29,3411516449,2.0331,0.0250904,0.765702,0.127502,0.00643927
TT34,2008-02-09,03:32:57,3411516777,2.02108,0.0384975,0.770801,0.125707,0.000261288
TT34,2008-02-09,03:38:25,3411517105,1.93482,0.0167243,0.760357,0.126209,0.00194542
TT34,2008-02-09,03:43:53,3411517433,1.97484,0.0175692,0.749397,0.124879,0.00799094
TT34,2008-02-09,03:49:21,3411517761,2.12878,0.0233132,0.766618,0.12982,0.00884611
TT34,2008-02-09,03:54:49,3411518089,2.15688,0.0301556,0.780846,0.124209,0.00713249
TT34,2008-02-09,04:00:18,3411518418,2.46056,0.0242945,0.77291,0.130724,0.00605626
TT34,2008-02-09,04:05:46,3411518746,2.59825,0.0353808,0.769102,0.130606,0.00438564
TT34,2008-02-09,04:11:14,3411519074,2.88259,0.0300901,0.756537,0.128944,0.0111448
TT34,2008-02-09,04:16:42,3411519402,2.75187,0.0336183,0.750047,0.12775,0.0121677
TT34,2008-02-09,04:22:10,3411519730,2.40115,0.0230944,0.758418,0.129414,0.0149757
TT34,2008-02-09,04:27:38,3411520058,2.76266,0.0691252,0.737756,0.123481,0.00439164
TT34,2008-02-09,04:33:06,3411520386,3.10675,0.043385,0.748305,0.12527,0.0120338
TT34,2008-02-09,04:38:34,3411520714,3.05322,0.0386756,0.718456,0.120801,0.0112822
TT34,2008-02-09,04:44:03,3411521043,2.70874,0.0313242,0.666877,0.113281,0.0056137
TT34,2008-02-09,04:49:31,3411521371,3.06154,0.0289332,0.710187,0.117135,0.0068462
TT34,2008-02-09,04:54:59,3411521699,2.91612,0.0361171,0.728736,0.118737,0.0137426
TT34,2008-02-09,05:00:27,3411522027,3.0442,0.041388,0.722188,0.117701,0.0109295
TT34,2008-02-09,05:05:55,3411522355,3.00865,0.0395771,0.765767,0.123845,0.00936857
TT34,2008-02-09,05:11:23,3411522683,2.80825,0.0369423,0.716197,0.124421,0.0116351
TT34,2008-02-09,05:16:51,3411523011,2.77838,0.0407678,0.720422,0.117892,0.009169
TT34,2008-02-09,05:22:19,3411523339,2.62617,0.0254406,0.720476,0.119412,0.00712584
TT34,2008-02-09,05:27:47,3411523667,2.70594,0.0353907,0.732573,0.115586,0.00887626
TT34,2008-02-09,05:33:15,3411523995,2.5177,0.0217408,0.727243,0.119859,0.00811134
TT34,2008-02-09,05:38:43,3411524323,2.80584,0.0491539,0.70781,0.110716,0.012308
TT34,2008-02-09,05:44:11,3411524651,2.5826,0.0295182,0.706059,0.115728,0.0114902
TT34,2008-02-09,05:49:39,3411524979,2.49071,0.0247324,0.675994,0.106266,0.00827157
TT34,2008-02-09,05:55:07,3411525307,2.14177,0.0203181,0.686842,0.11045,0.00665074
TT34,2008-02-09,06:00:35,3411525635,2.26834,0.0224781,0.710073,0.116486,0.00809768
TT34,2008-02-09,06:06:03,3411525963,2.60432,0.0272352,0.713709,0.120029,0.00768204
TT34,2008-02-09,06:11:31,3411526291,2.41228,0.0226588,0.686754,0.108202,0.00487689
TT34,2008-02-09,06:16:59,3411526619,2.39212,0.0260302,0.702069,0.120777,0.00805367
TT34,2008-02-09,06:22:27,3411526947,2.62446,0.0303961,0.69096,0.114026,0.0102504
TT34,2008-02-09,06:27:55,3411527275,2.35933,0.0284225,0.676188,0.110837,0.00963051
